plot_id,loc_name,long_in_degrees,lat_in_degrees,start_date,end_date,climate_classification,depth_in_m,temp_degC_percentage_missing_values,no_of_data,net_no_of_data,daily_a_mean,daily_gm_mean,daily_median,daily_ninetieth_perc,weekly_a_mean,weekly_gm_mean,weekly_median,weekly_ninetieth_perc,biweekly_a_mean,biweekly_gm_mean,biweekly_median,biweekly_ninetieth_perc,monthly_a_mean,monthly_gm_mean,monthly_median,monthly_ninetieth_perc,annual_a_mean,annual_gm_mean,annual_median,annual_ninetieth_perc,contributor,database,study,spatial_blocks,duration_in_years
332.2,"United States, Santa Barbara",-120.0322,34.0379,4/21/2005 19:00,4/25/2007 15:00,Subtropical,9,3.491739056,17613,16998,3.60E-08,2.54E-08,2.50E-08,7.74E-08,6.33E-08,5.25E-08,5.18E-08,1.12E-07,7.52E-08,6.47E-08,5.90E-08,1.29E-07,7.52E-08,6.47E-08,5.90E-08,1.29E-07,7.52E-08,6.47E-08,5.90E-08,1.29E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,2.010502283
333.1,"United States, Santa Barbara",-120.0829,34.0246,1/15/2009 18:00,10/3/2012 12:00,Subtropical,3,15.06925038,32563,27656,1.66E-08,1.35E-08,1.36E-08,3.11E-08,4.26E-08,3.74E-08,3.94E-08,6.94E-08,5.62E-08,4.85E-08,5.30E-08,9.24E-08,5.62E-08,4.85E-08,5.30E-08,9.24E-08,5.62E-08,4.85E-08,5.30E-08,9.24E-08,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,3.717237443
333.2,"United States, Santa Barbara",-120.0829,34.0246,1/15/2009 18:00,10/3/2012 12:00,Subtropical,9,1.431072076,32563,32097,1.88E-08,1.44E-08,1.45E-08,3.73E-08,4.56E-08,3.98E-08,4.21E-08,7.28E-08,5.93E-08,5.22E-08,5.32E-08,9.92E-08,5.93E-08,5.22E-08,5.32E-08,9.92E-08,5.93E-08,5.22E-08,5.32E-08,9.92E-08,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,3.717237443
334.1,"United States, Santa Barbara",-120.3523,34.0592,7/8/2008 4:00,8/19/2013 14:00,Subtropical,3,22.83076511,44843,34605,1.94E-08,1.36E-08,1.25E-08,4.39E-08,4.92E-08,4.03E-08,4.09E-08,9.45E-08,6.29E-08,5.45E-08,5.24E-08,1.14E-07,6.29E-08,5.45E-08,5.24E-08,1.14E-07,6.29E-08,5.45E-08,5.24E-08,1.14E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,5.118949772
334.2,"United States, Santa Barbara",-120.3523,34.0592,7/8/2008 4:00,6/5/2013 8:00,Subtropical,9,14.38064921,43037,36848,2.76E-08,1.83E-08,1.84E-08,6.25E-08,5.98E-08,4.99E-08,5.18E-08,1.09E-07,7.17E-08,6.28E-08,6.30E-08,1.22E-07,7.17E-08,6.28E-08,6.30E-08,1.22E-07,7.17E-08,6.28E-08,6.30E-08,1.22E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,4.912785388
335.1,"United States, Santa Barbara",-119.796,33.9601,9/9/2004 22:00,2/24/2005 20:00,Subtropical,3,6.102704044,4031,3785,4.50E-08,2.49E-08,2.26E-08,1.15E-07,8.52E-08,5.55E-08,6.11E-08,1.62E-07,9.72E-08,6.90E-08,6.75E-08,1.70E-07,9.72E-08,6.90E-08,6.75E-08,1.70E-07,9.72E-08,6.90E-08,6.75E-08,1.70E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,0.460045662
335.2,"United States, Santa Barbara",-119.796,33.9601,9/9/2004 22:00,2/24/2005 20:00,Subtropical,9,6.077896304,4031,3786,5.43E-08,2.96E-08,2.86E-08,1.24E-07,9.33E-08,6.51E-08,6.56E-08,1.72E-07,1.07E-07,8.19E-08,8.17E-08,1.84E-07,1.07E-07,8.19E-08,8.17E-08,1.84E-07,1.07E-07,8.19E-08,8.17E-08,1.84E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,0.460045662
336.1,"United States, Santa Barbara",-119.8244,34.0587,4/18/2000 17:00,2/24/2005 17:00,Subtropical,3,11.7101027,42553,37570,2.39E-08,1.75E-08,1.76E-08,5.25E-08,5.61E-08,4.65E-08,4.63E-08,1.05E-07,7.40E-08,6.21E-08,7.00E-08,1.31E-07,7.40E-08,6.21E-08,7.00E-08,1.31E-07,7.40E-08,6.21E-08,7.00E-08,1.31E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,4.857534247
336.2,"United States, Santa Barbara",-119.8244,34.0587,4/18/2000 17:00,2/24/2005 17:00,Subtropical,9,9.700843654,42553,38425,3.16E-08,2.20E-08,2.21E-08,6.83E-08,6.44E-08,5.30E-08,5.59E-08,1.22E-07,8.10E-08,6.83E-08,7.39E-08,1.43E-07,8.10E-08,6.83E-08,7.39E-08,1.43E-07,8.10E-08,6.83E-08,7.39E-08,1.43E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,4.857534247
337.1,"United States, Santa Barbara",-119.3604,34.0174,6/28/2000 17:00,6/27/2004 15:00,Subtropical,4,12.99980022,35039,30484,3.41E-08,2.45E-08,2.32E-08,7.46E-08,7.15E-08,5.86E-08,6.01E-08,1.29E-07,8.89E-08,7.58E-08,7.80E-08,1.56E-07,8.89E-08,7.58E-08,7.80E-08,1.56E-07,8.89E-08,7.58E-08,7.80E-08,1.56E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,3.999771689
337.2,"United States, Santa Barbara",-119.3604,34.0174,6/28/2000 17:00,6/27/2004 15:00,Subtropical,12,13.05117155,35039,30466,5.48E-08,3.86E-08,3.69E-08,1.25E-07,9.48E-08,7.79E-08,8.21E-08,1.82E-07,1.12E-07,9.60E-08,9.85E-08,1.91E-07,1.12E-07,9.60E-08,9.85E-08,1.91E-07,1.12E-07,9.60E-08,9.85E-08,1.91E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,3.999771689
337.3,"United States, Santa Barbara",-119.3604,34.0174,2/2/2001 18:00,6/27/2004 15:00,Subtropical,8,9.028943657,29782,27093,4.42E-08,3.05E-08,2.86E-08,1.02E-07,8.39E-08,6.83E-08,6.97E-08,1.62E-07,1.03E-07,8.81E-08,9.38E-08,1.86E-07,1.03E-07,8.81E-08,9.38E-08,1.86E-07,1.03E-07,8.81E-08,9.38E-08,1.86E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,3.399657534
338.1,"United States, Santa Barbara",-119.8548,33.9666,1/14/2005 16:00,2/1/2013 8:00,Subtropical,3,6.790639661,70553,65762,4.52E-08,3.24E-08,3.30E-08,9.75E-08,9.31E-08,7.66E-08,8.01E-08,1.69E-07,1.13E-07,9.56E-08,1.04E-07,1.95E-07,1.13E-07,9.56E-08,1.04E-07,1.95E-07,1.13E-07,9.56E-08,1.04E-07,1.95E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,8.053881279
338.2,"United States, Santa Barbara",-119.8548,33.9666,1/14/2005 16:00,6/1/2013 8:00,Subtropical,9,8.820285158,73433,66956,5.27E-08,3.78E-08,3.87E-08,1.12E-07,9.84E-08,8.18E-08,8.59E-08,1.77E-07,1.17E-07,1.00E-07,1.06E-07,2.01E-07,1.17E-07,1.00E-07,1.06E-07,2.01E-07,1.17E-07,1.00E-07,1.06E-07,2.01E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,8.382648402
339.1,"United States, Santa Barbara",-119.6967,34.0307,4/18/2000 19:00,5/3/2013 8:00,Subtropical,3,7.399695543,114302,105844,2.50E-08,1.87E-08,1.96E-08,5.08E-08,5.86E-08,5.06E-08,4.94E-08,1.04E-07,7.82E-08,6.85E-08,7.05E-08,1.37E-07,7.82E-08,6.85E-08,7.05E-08,1.37E-07,7.82E-08,6.85E-08,7.05E-08,1.37E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.04805936
339.2,"United States, Santa Barbara",-119.6967,34.0307,4/18/2000 19:00,2/2/2013 8:00,Subtropical,9,10.45995256,112142,100412,2.96E-08,2.13E-08,2.24E-08,6.29E-08,6.45E-08,5.55E-08,5.45E-08,1.14E-07,8.28E-08,7.27E-08,7.18E-08,1.45E-07,8.28E-08,7.27E-08,7.18E-08,1.45E-07,8.28E-08,7.27E-08,7.18E-08,1.45E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,12.80148402
340.1,"United States, Santa Barbara",-119.9416,34.066,1/13/2005 22:00,5/10/2013 4:00,Subtropical,3,5.670675681,72919,68784,2.05E-08,1.56E-08,1.61E-08,4.05E-08,5.27E-08,4.39E-08,4.73E-08,9.17E-08,6.99E-08,6.00E-08,6.21E-08,1.18E-07,6.99E-08,6.00E-08,6.21E-08,1.18E-07,6.99E-08,6.00E-08,6.21E-08,1.18E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,8.323972603
340.2,"United States, Santa Barbara",-119.9416,34.066,1/13/2005 22:00,5/10/2013 4:00,Subtropical,9,9.110108477,72919,66276,2.55E-08,1.84E-08,1.89E-08,5.47E-08,5.73E-08,4.77E-08,5.00E-08,1.02E-07,7.31E-08,6.21E-08,6.27E-08,1.24E-07,7.31E-08,6.21E-08,6.27E-08,1.24E-07,7.31E-08,6.21E-08,6.27E-08,1.24E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,8.323972603
341.1,"United States, Santa Barbara",-119.56,34.0549,4/27/2000 20:00,5/10/2013 4:00,Subtropical,3,14.91041497,114249,97214,2.61E-08,1.90E-08,1.87E-08,5.47E-08,5.78E-08,4.77E-08,4.79E-08,1.07E-07,7.33E-08,6.23E-08,6.28E-08,1.30E-07,7.33E-08,6.23E-08,6.28E-08,1.30E-07,7.33E-08,6.23E-08,6.28E-08,1.30E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.04200913
341.2,"United States, Santa Barbara",-119.56,34.0549,4/27/2000 20:00,5/10/2013 4:00,Subtropical,9,11.90995107,114249,100642,3.39E-08,2.34E-08,2.31E-08,7.59E-08,6.97E-08,5.63E-08,5.54E-08,1.36E-07,8.64E-08,7.25E-08,7.32E-08,1.62E-07,8.64E-08,7.25E-08,7.32E-08,1.62E-07,8.64E-08,7.25E-08,7.32E-08,1.62E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.04200913
342.1,"United States, Santa Barbara",-119.5384,34.0116,4/27/2000 19:00,5/12/2013 11:00,Subtropical,3,19.13039675,114305,92438,3.75E-08,2.86E-08,2.87E-08,7.64E-08,7.93E-08,6.62E-08,6.93E-08,1.47E-07,1.00E-07,8.52E-08,8.92E-08,1.76E-07,1.00E-07,8.52E-08,8.92E-08,1.76E-07,1.00E-07,8.52E-08,8.92E-08,1.76E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.04840183
342.2,"United States, Santa Barbara",-119.5384,34.0116,4/27/2000 19:00,5/12/2013 11:00,Subtropical,9,15.37028127,114305,96736,4.81E-08,3.52E-08,3.63E-08,1.04E-07,9.22E-08,7.66E-08,8.16E-08,1.69E-07,1.14E-07,9.76E-08,1.03E-07,1.98E-07,1.14E-07,9.76E-08,1.03E-07,1.98E-07,1.14E-07,9.76E-08,1.03E-07,1.98E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.04840183
343.1,"United States, Santa Barbara",-120.3455,34.057,5/21/2003 19:00,6/29/2008 15:00,Subtropical,3,47.58044706,44781,23474,2.25E-08,1.61E-08,1.56E-08,4.79E-08,5.31E-08,4.24E-08,4.28E-08,9.72E-08,6.72E-08,5.30E-08,6.03E-08,1.22E-07,6.72E-08,5.30E-08,6.03E-08,1.22E-07,6.72E-08,5.30E-08,6.03E-08,1.22E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,5.111872146
343.2,"United States, Santa Barbara",-120.3455,34.057,4/26/2003 12:00,6/29/2008 15:00,Subtropical,9,49.23988719,45388,23039,2.90E-08,1.94E-08,1.97E-08,6.62E-08,5.98E-08,4.88E-08,5.08E-08,1.13E-07,7.42E-08,6.06E-08,6.43E-08,1.28E-07,7.42E-08,6.06E-08,6.43E-08,1.28E-07,7.42E-08,6.06E-08,6.43E-08,1.28E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,5.181164384
344.1,"United States, Santa Barbara",-120.3311,34.0159,4/27/2003 10:00,5/2/2013 8:00,Subtropical,3,4.519825495,87791,83823,3.75E-08,2.85E-08,2.93E-08,7.65E-08,7.54E-08,6.34E-08,6.23E-08,1.40E-07,9.20E-08,7.93E-08,7.82E-08,1.63E-07,9.20E-08,7.93E-08,7.82E-08,1.63E-07,9.20E-08,7.93E-08,7.82E-08,1.63E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,10.0216895
344.2,"United States, Santa Barbara",-120.3311,34.0159,4/27/2003 0:00,5/2/2013 8:00,Subtropical,9,3.700413435,87801,84552,4.23E-08,3.26E-08,3.43E-08,8.40E-08,7.76E-08,6.68E-08,6.59E-08,1.39E-07,9.37E-08,8.23E-08,8.01E-08,1.62E-07,9.37E-08,8.23E-08,8.01E-08,1.62E-07,9.37E-08,8.23E-08,8.01E-08,1.62E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,10.02283105
345.1,"United States, Santa Barbara",-120.08,34.0261,4/17/2003 1:00,1/15/2009 18:00,Subtropical,3,54.05014082,50418,23167,1.81E-08,1.46E-08,1.48E-08,3.42E-08,4.50E-08,3.88E-08,4.27E-08,7.71E-08,6.20E-08,5.43E-08,5.83E-08,1.00E-07,6.20E-08,5.43E-08,5.83E-08,1.00E-07,6.20E-08,5.43E-08,5.83E-08,1.00E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,5.755251142
345.2,"United States, Santa Barbara",-120.08,34.0261,4/17/2003 3:00,1/15/2009 18:00,Subtropical,9,54.04038401,50416,23171,2.34E-08,1.66E-08,1.65E-08,4.92E-08,5.40E-08,4.47E-08,4.67E-08,9.71E-08,6.95E-08,5.93E-08,6.39E-08,1.10E-07,6.95E-08,5.93E-08,6.39E-08,1.10E-07,6.95E-08,5.93E-08,6.39E-08,1.10E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,5.755022831
346.1,"United States, Santa Barbara",-120.1278,33.8958,4/17/2003 5:00,10/2/2012 19:00,Subtropical,3,4.159886209,82959,79508,6.20E-08,4.34E-08,4.69E-08,1.33E-07,9.83E-08,8.02E-08,8.50E-08,1.84E-07,1.13E-07,9.50E-08,9.90E-08,2.09E-07,1.13E-07,9.50E-08,9.90E-08,2.09E-07,1.13E-07,9.50E-08,9.90E-08,2.09E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,9.470091324
346.2,"United States, Santa Barbara",-120.1278,33.8958,3/6/2003 3:00,6/1/2013 8:00,Subtropical,9,5.099926476,89766,85188,6.79E-08,5.02E-08,5.54E-08,1.37E-07,1.01E-07,8.51E-08,8.77E-08,1.83E-07,1.15E-07,9.85E-08,1.00E-07,2.02E-07,1.15E-07,9.85E-08,1.00E-07,2.02E-07,1.15E-07,9.85E-08,1.00E-07,2.02E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,10.24714612
347.1,"United States, Santa Barbara",-119.9101,34.051,4/27/2000 16:00,5/20/2013 16:00,Subtropical,3,11.29033667,114505,101577,3.40E-08,2.25E-08,2.20E-08,7.79E-08,7.62E-08,5.94E-08,6.12E-08,1.47E-07,9.28E-08,7.61E-08,7.74E-08,1.68E-07,9.28E-08,7.61E-08,7.74E-08,1.68E-07,9.28E-08,7.61E-08,7.74E-08,1.68E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.07123288
347.2,"United States, Santa Barbara",-119.9101,34.051,4/27/2000 16:00,5/20/2013 16:00,Subtropical,9,14.33998515,114505,98085,4.31E-08,2.68E-08,2.73E-08,1.03E-07,8.35E-08,6.43E-08,6.57E-08,1.64E-07,9.90E-08,8.11E-08,8.38E-08,1.81E-07,9.90E-08,8.11E-08,8.38E-08,1.81E-07,9.90E-08,8.11E-08,8.38E-08,1.81E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.07123288
348.1,"United States, Santa Barbara",-119.67,33.9783,4/27/2000 18:00,5/10/2013 4:00,Subtropical,3,7.159674751,114251,106071,4.70E-08,3.54E-08,3.67E-08,9.64E-08,9.18E-08,7.60E-08,8.26E-08,1.69E-07,1.11E-07,9.41E-08,1.05E-07,1.91E-07,1.11E-07,9.41E-08,1.05E-07,1.91E-07,1.11E-07,9.41E-08,1.05E-07,1.91E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.04223744
348.2,"United States, Santa Barbara",-119.67,33.9783,4/27/2000 18:00,5/10/2013 4:00,Subtropical,9,5.99031956,114251,107407,5.82E-08,4.19E-08,4.46E-08,1.23E-07,1.01E-07,8.31E-08,9.03E-08,1.87E-07,1.19E-07,1.01E-07,1.11E-07,2.05E-07,1.19E-07,1.01E-07,1.11E-07,2.05E-07,1.19E-07,1.01E-07,1.11E-07,2.05E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,13.04223744
349.1,"United States, Santa Barbara",-119.7527,33.9594,4/27/2000 17:00,10/22/2004 16:00,Subtropical,3,7.489322758,39336,36390,5.50E-08,4.13E-08,4.65E-08,1.07E-07,1.03E-07,8.66E-08,1.01E-07,1.77E-07,1.25E-07,1.09E-07,1.23E-07,2.06E-07,1.25E-07,1.09E-07,1.23E-07,2.06E-07,1.25E-07,1.09E-07,1.23E-07,2.06E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,4.490296804
349.2,"United States, Santa Barbara",-119.7527,33.9594,4/27/2000 17:00,10/22/2004 16:00,Subtropical,9,7.400345739,39336,36425,6.78E-08,4.99E-08,5.99E-08,1.33E-07,1.13E-07,9.46E-08,1.10E-07,1.93E-07,1.33E-07,1.15E-07,1.29E-07,2.21E-07,1.33E-07,1.15E-07,1.29E-07,2.21E-07,1.33E-07,1.15E-07,1.29E-07,2.21E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,4.490296804
350.1,"United States, Santa Barbara",-119.3958,34.0087,6/28/2000 19:00,4/13/2013 3:00,Subtropical,3,15.23998109,112113,95027,2.45E-08,1.81E-08,1.81E-08,4.88E-08,5.87E-08,4.88E-08,4.98E-08,1.08E-07,7.77E-08,6.73E-08,6.64E-08,1.39E-07,7.77E-08,6.73E-08,6.64E-08,1.39E-07,7.77E-08,6.73E-08,6.64E-08,1.39E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,12.79817352
350.3,"United States, Santa Barbara",-119.3958,34.0087,2/2/2001 17:00,9/20/2012 5:00,Subtropical,9,13.75991995,101941,87914,3.29E-08,2.33E-08,2.37E-08,7.18E-08,7.34E-08,6.06E-08,6.15E-08,1.39E-07,9.39E-08,8.13E-08,8.43E-08,1.67E-07,9.39E-08,8.13E-08,8.43E-08,1.67E-07,9.39E-08,8.13E-08,8.43E-08,1.67E-07,Miller Bob,Santa Barbara Coastal LTER,Miller Bob,spatial_block_61,11.6369863
351,"United States, Bodega Marine Laboratory (BML) Buoy",-123.083028,38.311806,9/13/2012 13:00,11/13/2018 20:00,Temperate,1,68.98956638,54056,16763,2.11E-08,1.72E-08,1.83E-08,3.82E-08,4.74E-08,3.97E-08,4.48E-08,9.19E-08,6.06E-08,5.17E-08,5.27E-08,1.15E-07,6.06E-08,5.17E-08,5.27E-08,1.15E-07,6.06E-08,5.17E-08,5.27E-08,1.15E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_63,6.1706621
352,"United States, ca_weather_46145_5238_4013_530d",-132.44,54.37,5/5/2015 14:00,6/28/2021 7:00,Temperate,1,17.74091803,53898,44336,1.42E-08,9.70E-09,9.21E-09,3.12E-08,3.31E-08,2.39E-08,2.19E-08,7.17E-08,4.37E-08,3.32E-08,3.12E-08,9.48E-08,4.37E-08,3.32E-08,3.12E-08,9.48E-08,4.37E-08,3.32E-08,3.12E-08,9.48E-08,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_65,6.152625571
353,"United States, CINAR_DSG_MA101_sbe37_7960_7f64_bc5",-70.69934,42.21651,4/25/2014 4:40,4/29/2014 10:00,Temperate,0.9,0.492610837,609,606,1.38E-08,1.24E-08,1.14E-08,2.14E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,2.29E-08,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_67,0.011567732
354,"United States, CINAR_DSG_MA204_sbe37_08e4_bdb7_3f6",-70.69803,42.217438,1/12/2016 15:30,3/8/2016 15:10,Temperate,0.9,0.520897929,8063,8021,7.11E-09,5.94E-09,5.81E-09,1.31E-08,1.79E-08,1.53E-08,1.48E-08,2.77E-08,1.95E-08,1.55E-08,1.98E-08,3.08E-08,1.95E-08,1.55E-08,1.98E-08,3.08E-08,1.95E-08,1.55E-08,1.98E-08,3.08E-08,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_67,0.153386606
355,"United States, CINAR_DSG_MD205_sbe37_53da_a9e3_e6d",-75.00555,38.26539,8/2/2016 16:10,11/8/2016 20:10,Temperate,0.9,1.563273679,14137,13916,1.42E-07,9.54E-08,9.09E-08,2.88E-07,3.51E-07,2.78E-07,3.12E-07,6.19E-07,4.14E-07,3.41E-07,3.15E-07,7.19E-07,4.14E-07,3.41E-07,3.15E-07,7.19E-07,4.14E-07,3.41E-07,3.15E-07,7.19E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_56,0.268949772
356,"United States, CINAR_DSG_ME303_sbe37_59ab_44e3_ae9",-70.33277,43.47214,6/12/2015 18:30,12/4/2015 16:50,Temperate,0.9,2.290500576,25191,24614,4.70E-08,3.41E-08,4.23E-08,9.57E-08,9.69E-08,7.42E-08,8.64E-08,1.78E-07,1.24E-07,1.03E-07,1.27E-07,2.15E-07,1.24E-07,1.03E-07,1.27E-07,2.15E-07,1.24E-07,1.03E-07,1.27E-07,2.15E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_67,0.479261796
357,"United States, CINAR_DSG_ME305_sbe37_b999_c42c_06b",-70.33336,43.471516,9/3/2016 18:30,12/6/2016 16:00,Temperate,0.9,3.749445348,13522,13015,2.38E-08,2.07E-08,1.97E-08,4.06E-08,6.23E-08,5.20E-08,4.34E-08,1.19E-07,8.06E-08,7.15E-08,5.75E-08,1.29E-07,8.06E-08,7.15E-08,5.75E-08,1.29E-07,8.06E-08,7.15E-08,5.75E-08,1.29E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_67,0.257248858
358.1,"United States, E01_sbe37_all_bc79_fca7_58ec",-69.355774,43.71517,5/9/2007 22:00,5/9/2007 17:00,Temperate,1,5.567007418,285252,269372,2.47E-08,1.19E-08,1.10E-08,5.93E-08,6.55E-08,3.61E-08,3.11E-08,1.36E-07,8.60E-08,5.16E-08,4.63E-08,1.86E-07,8.60E-08,5.16E-08,4.63E-08,1.86E-07,8.60E-08,5.16E-08,4.63E-08,1.86E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_69,-0.000570776
359.1,"United States, E01_sbe37_all_bc79_fca7_58ec",-69.354126,43.714954,9/16/2020 1:30,6/15/2021 13:00,Temperate,1,0.0382263,13080,13075,1.09E-08,7.95E-09,7.48E-09,2.51E-08,2.82E-08,2.32E-08,1.97E-08,5.40E-08,3.83E-08,3.32E-08,2.77E-08,6.80E-08,3.83E-08,3.32E-08,2.77E-08,6.80E-08,3.83E-08,3.32E-08,2.77E-08,6.80E-08,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_69,0.746518265
360.1,"United States, E07_sbe37_all_d641_bab5_1a8c",-69.42379,43.790733,5/16/2019 16:00,11/10/2020 10:00,Temperate,2,14.88084596,39151,33325,2.10E-08,1.22E-08,1.04E-08,5.94E-08,5.21E-08,3.40E-08,2.85E-08,1.30E-07,6.77E-08,4.51E-08,3.59E-08,1.55E-07,6.77E-08,4.51E-08,3.59E-08,1.55E-07,6.77E-08,4.51E-08,3.59E-08,1.55E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_69,1.489726027
360.2,"United States, E07_sbe37_all_d641_bab5_1a8c",-69.42379,43.790733,5/16/2019 16:00,11/11/2019 13:40,Temperate,5,0.163018165,12882,12861,4.23E-08,2.54E-08,3.03E-08,9.45E-08,7.53E-08,5.26E-08,6.70E-08,1.37E-07,9.15E-08,7.20E-08,7.46E-08,1.46E-07,9.15E-08,7.20E-08,7.46E-08,1.46E-07,9.15E-08,7.20E-08,7.46E-08,1.46E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_69,0.490144597
360.3,"United States, E07_sbe37_all_d641_bab5_1a8c",-69.42379,43.790733,5/16/2019 16:00,9/17/2019 5:40,Temperate,10,0.236008092,8898,8877,3.93E-08,3.16E-08,3.39E-08,7.80E-08,6.64E-08,5.88E-08,6.23E-08,1.09E-07,8.43E-08,7.76E-08,7.63E-08,1.30E-07,8.43E-08,7.76E-08,7.63E-08,1.30E-07,8.43E-08,7.76E-08,7.63E-08,1.30E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_69,0.338546423
361.1,"United States, E07_sbe37_all_d641_bab5_1a8c",-69.4118,43.7895,9/15/2020 17:20,4/30/2021 2:00,Temperate,10,3.110620283,16299,15792,7.74E-09,6.26E-09,6.30E-09,1.41E-08,1.96E-08,1.77E-08,1.73E-08,2.71E-08,2.68E-08,2.43E-08,2.42E-08,4.48E-08,2.68E-08,2.43E-08,2.42E-08,4.48E-08,2.68E-08,2.43E-08,2.42E-08,4.48E-08,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_69,0.620167428
362,"United States, gov_nps_ever_bkyf1_206a_7d6e_f119",-80.834,25.119,12/11/2015 4:00,6/28/2021 7:00,Subtropical,1.5,10.35000411,48628,43595,3.48E-07,3.09E-07,3.31E-07,5.53E-07,6.04E-07,5.72E-07,6.21E-07,8.24E-07,7.22E-07,6.97E-07,7.29E-07,9.40E-07,7.22E-07,6.97E-07,7.29E-07,9.40E-07,7.22E-07,6.97E-07,7.29E-07,9.40E-07,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_38,5.551027397
363.1,"United States, I01_sbe37_all_bc79_fca7_58ec",-68.1085,44.10599,5/10/2007 8:00,2/4/2020 19:30,Temperate,1,2.480212027,223368,217828,1.78E-08,1.09E-08,1.05E-08,4.34E-08,3.71E-08,2.76E-08,2.41E-08,7.90E-08,4.66E-08,3.68E-08,3.27E-08,9.45E-08,4.66E-08,3.68E-08,3.27E-08,9.45E-08,4.66E-08,3.68E-08,3.27E-08,9.45E-08,Micah Wengren,Integrated Ocean Observing System,Micah Wengren,spatial_block_69,12.74925799
